# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,
# Sat Oct  4 03:36:09 2025,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
# User ID:         navidajayaweera2006,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
# User preference: archive defaults*,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,
# COLUMN hostname:       Host Name,,,,,,,,,,,,,,,,,,
# COLUMN disposition:    Archive Disposition,,,,,,,,,,,,,,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,,,,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,
# COLUMN pl_insol:       Insolation Flux [Earth Flux],,,,,,,,,,,,,,,,,,
# COLUMN pl_eqt:         Equilibrium Temperature [K],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbincl:     Inclination [deg],,,,,,,,,,,,,,,,,,
# COLUMN pl_imppar:      Impact Parameter,,,,,,,,,,,,,,,,,,
# COLUMN pl_trandep:     Transit Depth [%],,,,,,,,,,,,,,,,,,
# COLUMN pl_trandur:     Transit Duration [hours],,,,,,,,,,,,,,,,,,
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius,,,,,,,,,,,,,,,,,,
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius,,,,,,,,,,,,,,,,,,
# COLUMN pl_occdep:      Occultation Depth [%],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbtper:     Epoch of Periastron [days],,,,,,,,,,,,,,,,,,
# COLUMN pl_orblper:     Argument of Periastron [deg],,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,,,,,,,
# COLUMN st_age:         Stellar Age [Gyr],,,,,,,,,,,,,,,,,,
# COLUMN sy_gaiamag:     Gaia Magnitude,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
pl_name,hostname,disposition,sy_snum,sy_pnum,pl_orbper,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_logg,st_age,sy_gaiamag
K2-381 c,K2-381,candidate,1,3,16.0382,,,,,0.742,,,4710,0.62,,,,12.6373
K2-381 c,K2-381,candidate,1,3,16.038474,,,,,0.48,,3.0696,,0.7,,,,12.6373
K2-381 c,K2-381,candidate,1,3,16.034656,,,,,0.338,,,4473,0.675,0.754,4.653,,12.6373
K2-381 c,K2-381,candidate,1,3,16.0343,,,,,,0.0947,3.144,,0.616,,,,12.6373
K2-381 d,K2-381,candidate,1,3,26.8054,,,,,,0.0522,2.928,,0.616,,,,12.6373
K2-381 d,K2-381,candidate,1,3,26.804998,,,,89.47797,,,,4661,0.645652,,4.66,,12.6373
K2-381 d,K2-381,candidate,1,3,26.803023,,,,,0.497,,,4473,0.675,0.754,4.653,,12.6373
K2-382 b,K2-382,candidate,1,1,21.7,,,,,,0.0789,4.104,,0.811,,,,12.7667
K2-382 b,K2-382,candidate,1,1,21.697619,,,,88.29769,,,,5570,0.88176,,4.61,,12.7667
K2-382 b,K2-382,candidate,1,1,21.700156,,,,,0.346,,,5452,0.811,0.922,4.585,,12.7667
K2-383 b,K2-383,candidate,1,1,1.866025,,,,,,0.0383,1.9632,,0.878,,,,12.4429
K2-383 b,K2-383,candidate,1,1,1.865979,,,,85.25534,,,,5231,0.825125,,4.68,,12.4429
K2-383 b,K2-383,candidate,1,1,1.865962,,,,,0.268,,,5129,0.804,1.061,4.655,,12.4429
K2-384 b,K2-384,candidate,1,5,2.231527,,,,,0.517,,,3623,0.348,0.33,4.874,,15.0276
K2-384 c,K2-384,candidate,1,5,4.19525,,,,,,0.146,1.272,,0.257,,,,15.0276
K2-384 c,K2-384,candidate,1,5,4.194766,,,,,0.446,,,3623,0.348,0.33,4.874,,15.0276
K2-384 d,K2-384,candidate,1,5,6.679582,,,,,0.367,,,3623,0.348,0.33,4.874,,15.0276
K2-384 d,K2-384,candidate,1,5,6.6791,,,,,,0.169,1.512,,0.257,,,,15.0276
K2-384 e,K2-384,candidate,1,5,9.715043,,,,,0.471,,,3623,0.348,0.33,4.874,,15.0276
K2-384 e,K2-384,candidate,1,5,9.71601,,,,,,0.175,1.992,,0.257,,,,15.0276
K2-384 f,K2-384,candidate,1,5,13.62757,,,,,,0.437,2.16,,0.257,,,,15.0276
K2-384 f,K2-384,candidate,1,5,13.62749,,,,,0.467,,,3623,0.348,0.33,4.874,,15.0276
K2-384 f,K2-384,candidate,1,5,13.6274,,,,,0.23,,,3860,0.257,,,,15.0276
K2-385 b,K2-385,candidate,1,1,2.38098,,,,,,0.0506,1.92,,0.734,,,,14.3355
K2-385 b,K2-385,candidate,1,1,2.380867,,,,,0.361,,,4844,0.761,0.927,4.64,,14.3355
K2-386 b,K2-386,candidate,1,1,7.473223,,,,,0.246,,,5749,0.97,0.911,4.424,,12.9931
K2-386 b,K2-386,candidate,1,1,7.47372,,,,,0.55,,,5592,1.01,,,,12.9931
K2-386 b,K2-386,candidate,1,1,7.47331,,,,,,0.0661,3.5568,,1.012,,,,12.9931
K2-387 b,K2-387,candidate,1,1,28.735998,,,,,0.36,,2.9904,,0.35,,,,15.4948
K2-387 b,K2-387,candidate,1,1,28.735327,,,,,0.711,,,3572,0.585,0.57,4.66,,15.4948
K2-387 b,K2-387,candidate,1,1,28.7342,,,,,,1.398,3.288,,0.664,,,,15.4948
K2-388 b,K2-388,candidate,1,1,6.339069,,,,,0.388,,3.2,5367,0.897,0.842,4.456,,12.6357
K2-388 b,K2-388,candidate,1,1,6.339069,,,,,0.388,,,5367,0.897,0.842,4.456,,12.6357
K2-388 b,K2-388,candidate,1,1,6.3392677,,120.002,922,,,0.1739,3.02,5289,0.93,,4.46,,12.6357
K2-388 b,K2-388,candidate,1,1,6.33932,,138,874,,,,,5310,0.91,0.93,4.42,,12.6357
K2-389 b,K2-389,candidate,1,2,8.58289,,179,932,,,,,5773,1.094,0.99,4.31,,11.5697
K2-389 b,K2-389,candidate,1,2,8.584043,,,,,0.32,,,5782,1.084,0.802,4.273,,11.5697
K2-389 b,K2-389,candidate,1,2,8.583566,,,,,0.696,,3.1,5782,1.084,0.802,4.273,,11.5697
K2-389 c,K2-389,candidate,1,2,20.851337,,,,,0.399,,,5782,1.084,0.802,4.273,,11.5697
K2-389 c,K2-389,candidate,1,2,20.851337,,,,,0.399,,5.2,5782,1.084,0.802,4.273,,11.5697
K2-39 b,K2-39,candidate,1,1,4.6028,,,,83.4,0.04,,8.184,4911,3.12057,,,,10.5959
K2-39 b,K2-39,candidate,1,1,4.60543,0,,,80.39,,0.037,,4881,2.97,0.66,3.44,,10.5959
K2-39 b,K2-39,candidate,1,1,4.6049829,,,,,0.37,0.0432,8.79,4843,0.74,,,,10.5959
K2-39 b,K2-39,candidate,1,1,4.60497,0.152,1356,1670,,,,,4912,2.93,1.192,3.58,6.7,10.5959
K2-39 b,K2-39,candidate,1,1,4.608085407,,378.5469,1124.99,,,0.04355578,8.9037215,4911,3.12057,,4.438,,10.5959
K2-39 b,K2-39,candidate,1,1,4.60547,,1370,1550,,,,,4915,3.08,1.38,3.58,,10.5959
K2-39 b,K2-39,candidate,1,1,4.60497,,1148,,,,,0,4993,2.59,1.17,3.682,,10.5959
K2-39 b,K2-39,candidate,1,1,4.60543,0,,,80.39,0.57,,,4881,3.88,1.53,3.44,3.09,10.5959
K2-390 b,K2-390,candidate,1,1,3.312792,,,,,0.893,,,5558,0.966,0.789,4.368,,13.3434
K2-390 b,K2-390,candidate,1,1,3.312792,,,,,0.893,,2.5,5558,0.966,0.789,4.368,,13.3434
K2-390 b,K2-390,candidate,1,1,3.3129214,,260.965,1119,,,0.1815,2.097,5512,0.98,,4.44,,13.3434
K2-391 b,K2-391,candidate,1,1,4.622654,,,,,0.434,,2.7,5543,0.566,0.757,4.973,,12.3302
K2-391 b,K2-391,candidate,1,1,4.622654,,,,,0.434,,,5543,0.566,0.757,4.973,,12.3302
K2-392 b,K2-392,candidate,1,1,15.398723,,,,,0.711,,,5726,1.058,0.841,4.314,,12.6795
K2-392 b,K2-392,candidate,1,1,15.398723,,,,,0.711,,3.5,5726,1.058,0.841,4.314,,12.6795
K2-393 b,K2-393,candidate,1,1,10.413181,,,,,0.803,,,5678,1.071,0.881,4.321,,11.7768
K2-393 b,K2-393,candidate,1,1,10.41144,,,,,0.726,,,5540,1.12,,,,11.7768
K2-394 b,K2-394,candidate,1,1,5.09582,,,,,0.52,,,4490,0.58,,,,12.2095
K2-394 b,K2-394,candidate,1,1,5.095717,,,,,0.636,,,4938,0.631,0.478,4.515,,12.2095
K2-394 b,K2-394,candidate,1,1,5.0957983,,28.5068,643,,,0.0714,1.772,4197,0.7,,4.56,,12.2095
K2-395 b,K2-395,candidate,1,2,4.803352,,,,,0.25,,2.5,5007,0.783,0.952,4.628,,14.1559
K2-395 b,K2-395,candidate,1,2,4.803352,,,,,0.25,,,5007,0.783,0.952,4.628,,14.1559
K2-395 c,K2-395,candidate,1,2,8.491282,,,,,0.677,,,5007,0.783,0.952,4.628,,14.1559
K2-395 c,K2-395,candidate,1,2,8.491282,,,,,0.677,,2.3,5007,0.783,0.952,4.628,,14.1559
K2-396 b,K2-396,candidate,1,2,0.673862,,,,,0.266,,,5236,0.92,0.954,4.488,,12.9345
K2-396 b,K2-396,candidate,1,2,0.673862,,,,,0.266,,1.6,5236,0.92,0.954,4.488,,12.9345
K2-396 c,K2-396,candidate,1,2,25.76051,,,,,0.475,,,5236,0.92,0.954,4.488,,12.9345
K2-397 b,K2-397,candidate,1,1,3.572326,,,,,0.892,,1.3,5387,0.966,0.937,4.435,,11.6421
K2-397 b,K2-397,candidate,1,1,3.572326,,,,,0.892,,,5387,0.966,0.937,4.435,,11.6421
K2-398 b,K2-398,candidate,1,2,6.393025,,,,,0.523,,,5946,1.239,0.945,4.227,,13.0091
K2-398 b,K2-398,candidate,1,2,6.393025,,,,,0.523,,3.7,5946,1.239,0.945,4.227,,13.0091
K2-398 c,K2-398,candidate,1,2,18.787839,,,,,0.701,,4.7,5946,1.239,0.945,4.227,,13.0091
K2-398 c,K2-398,candidate,1,2,18.787839,,,,,0.701,,,5946,1.239,0.945,4.227,,13.0091
K2-399 b,K2-399,non-candidate,1,0,0.759978,,,,,0.974,,1.1,5690,1.541,0.783,3.956,,12.3147
K2-399 b,K2-399,non-candidate,1,0,0.760019018,,9667.9228,2529.02,,,0.18655887,0.638738,5690.2,1.65999,,4,,12.3147
K2-399 b,K2-399,non-candidate,1,0,0.759978,,,,,0.974,,,5690,1.541,0.783,3.956,,12.3147
K2-4 b,K2-4,candidate,1,1,10.00361,,,,,0.41,0.146,2.88,4077,0.62,,,,14.3403
K2-4 b,K2-4,candidate,1,1,10.0051,,,,,,0.1482,2.9232,,0.572,,,,14.3403
K2-4 b,K2-4,candidate,1,1,10.00329,,,563,,,0.12,,4197,0.6,0.63,,,14.3403
K2-4 b,K2-4,candidate,1,1,10.00617969,,,,,,0.13,3.036,4120,0.684348,0.64,4.57369,,14.3403
K2-4 b,K2-4,candidate,1,1,10.0044,,8.9,,,,,2.87,4044,0.435,0.487,4.849,,14.3403
K2-4 b,K2-4,candidate,1,1,10.003417,0.08,15.6,,89.54,,,,4014.73,0.569359,0.635026,,,14.3403
K2-400 b,K2-400,candidate,1,1,3.865053,,,,,0.208,,,3578,0.382,0.374,4.847,,13.9899
K2-400 b,K2-400,candidate,1,1,3.865053,,,,,0.208,,1.6,3578,0.382,0.374,4.847,,13.9899
K2-401 b,K2-401,candidate,1,1,6.293099,,,,,0.621,,1.9,4213,0.675,0.87,4.719,,13.6941
K2-401 b,K2-401,candidate,1,1,6.293099,,,,,0.621,,,4213,0.675,0.87,4.719,,13.6941
K2-402 b,K2-402,candidate,1,1,17.27474,,,,,0.468,,,5716,1.28,0.944,4.197,,12.836
K2-402 b,K2-402,candidate,1,1,17.27474,,,,,0.468,,5.2,5716,1.28,0.944,4.197,,12.836
K2-403 b,K2-403,candidate,1,1,33.589979,,,,,0.723,,4.9,5511,0.886,0.784,4.439,,12.152
K2-403 b,K2-403,candidate,1,1,33.589979,,,,,0.723,,,5511,0.886,0.784,4.439,,12.152
K2-403 b,K2-403,candidate,1,1,33.5920255,,134.883,949,,,0.3352,6.385,5468,0.91,,4.5,,12.152
K2-404 b,K2-404,candidate,1,1,13.115365,,,,,0.481,,2.7,3748,0.552,0.552,4.695,,13.8429
K2-404 b,K2-404,candidate,1,1,13.115365,,,,,0.481,,,3748,0.552,0.552,4.695,,13.8429
K2-405 b,K2-405,candidate,1,1,3.4355113,,146.577,969,,,0.258,2.11,4870,0.8,,4.53,,12.5911
K2-405 b,K2-405,candidate,1,1,3.435471,,,,,0.871,,,4927,0.765,1.034,4.685,,12.5911
K2-405 b,K2-405,candidate,1,1,3.435453,,,,,0.251,,2.3,4927,0.765,1.034,4.685,,12.5911
K2-406 b,K2-406,candidate,1,1,22.549406,,,,,0.544,,4.8,5784,0.961,0.798,4.374,,9.49379
K2-406 b,K2-406,candidate,1,1,22.549406,,,,,0.544,,,5784,0.961,0.798,4.374,,9.49379
K2-407 b,K2-407,candidate,1,2,4.941907,,,,,0.309,,2.9,5563,0.927,0.881,4.45,,11.9956
K2-407 b,K2-407,candidate,1,2,4.941907,,,,,0.309,,,5563,0.927,0.881,4.45,,11.9956
K2-407 c,K2-407,candidate,1,2,9.22453,,,,,0.259,,3.7,5563,0.927,0.881,4.45,,11.9956
K2-407 c,K2-407,candidate,1,2,9.22453,,,,,0.259,,,5563,0.927,0.881,4.45,,11.9956
K2-408 b,K2-408,candidate,1,1,20.978959,,,,,0.213,,,5335,0.784,0.813,4.559,,11.7345
K2-408 b,K2-408,candidate,1,1,20.978959,,,,,0.213,,4.4,5335,0.784,0.813,4.559,,11.7345
K2-409 b,K2-409,candidate,1,1,1.908084,,,,,0.418,,2.5,5742,1.228,0.886,4.204,,12.6144
K2-409 b,K2-409,candidate,1,1,1.908084,,,,,0.418,,,5742,1.228,0.886,4.204,,12.6144
K2-411 b,K2-411,candidate,1,1,3.2141,,619.038,,90.0008,,,,5711,1.375,1.018,4.1693,,11.9872
K2-412 b,K2-412,candidate,1,1,5.9382,,243.518,,89.998,,,,5590,0.977,0.893,4.412,,15.1491
K2-413 b,K2-413,candidate,1,2,0.8094,,921.755,,89.9518,,,,4116,0.7,0.808,4.656,,14.5773
K2-413 c,K2-413,candidate,1,2,5.3301,,69.529,,89.9985,,,,4116,0.7,0.808,4.656,,14.5773
K2-414 b,K2-414,candidate,1,2,4.3696,,72.113,,90.0045,,,,4343,0.732,0.814,4.621,,13.9384
K2-414 c,K2-414,candidate,1,2,6.669,,56.13,,89.9973,,,,4343,0.732,0.814,4.621,,13.9384
K2-415 b,K2-415,candidate,1,1,4.017980538,,4.644,374.41,,,0.28089118,1.1195616,3166,0.194357,,5.07428,,13.7957
K2-415 b,K2-415,candidate,1,1,4.0179694,,4.82,412.4,89.32,0.37,,,3173,0.1965,0.1635,5.066,,13.7957
K2-416 b,K2-416,candidate,1,1,13.102,,,447,89.25,0.45,,2.77,3746,0.554,0.548,4.691,,13.9468
K2-417 b,K2-417,candidate,1,1,6.535,,,558,89,0.41,,2.07,3861,0.5776,0.569,4.67,,13.1533
K2-419 A b,K2-419 A,candidate,2,1,20.35954,,,,89.58,,,,3728,0.539092,0.535338,4.70337,,15.7336
K2-419 A b,K2-419 A,candidate,2,1,20.35919,,,,,,3.912,3.6504,,0.55,,,,15.7336
K2-419 A b,K2-419 A,candidate,2,1,20.35507391,,3.5797,350.82,,,3.74997344,3.5018936,3728,0.539092,,4.70337,,15.7336
K2-419 A b,K2-419 A,candidate,2,1,20.35847252,0.042,3.3,377,89.54,0.389,,3.574,3711,0.541,0.562,4.74,7.4,15.7336
K2-419 A b,K2-419 A,candidate,2,1,20.358748,,,,,0.12,,3.5904,,0.53,,,,15.7336
K2-419 A b,K2-419 A,candidate,2,1,20.359,,,,,0.131,3.3123,2.93808,3728,0.539092,0.535338,4.70337,,15.7336
K2-42 b,K2-42,candidate,1,1,6.68851,,,,,,0.1042,3.24,,0.658,,,,14.6336
K2-42 b,K2-42,candidate,1,1,6.6874352,,,,,0,0.137,3.1,4476,0.69,,,,14.6336
K2-42 b,K2-42,candidate,1,1,6.68796,,44.1,,,,,3.04,4613,0.643,0.702,4.659,,14.6336
K2-43 b,K2-43,candidate,1,2,3.471149,,,939.3,89.6,0.11,,,3840.6,0.542,0.571,,,14.8215
K2-43 b,K2-43,candidate,1,2,3.471136,,,,,,0.665,2.0448,,0.61,,,,14.8215
K2-43 b,K2-43,candidate,1,2,3.471341,0.07,46.4,,88.9,,,,3889.72,0.587449,0.598864,,,14.8215
K2-43 b,K2-43,candidate,1,2,3.471285,,,,,0.69,0.638,2.14,3720,0.5,,,,14.8215
K2-43 b,K2-43,candidate,1,2,3.471280262,,38.8531,636.76,,,0.42803883,2.4382015,3696,0.563,,4.68275,,14.8215
K2-43 b,K2-43,candidate,1,2,3.47114,,49,,,,,1.97,3939,0.57,0.6,4.698,,14.8215
K2-43 c,K2-43,candidate,1,2,2.19945,,,,,,0.163,1.44,,0.61,,,,14.8215
K2-43 c,K2-43,candidate,1,2,2.198884,,,1093.7,89.26,0.14,,,3840.6,0.542,0.571,,,14.8215
K2-44 b,K2-44,candidate,1,1,5.657,,,,87.9933,0.29,,,5912,1.58,1.15,4.101,,12.0238
K2-44 b,K2-44,candidate,1,1,5.65706,,,1211,,,,,5989,1.09,,,,12.0238
K2-44 b,K2-44,candidate,1,1,5.65688,,646,,,,,4.36,5912,1.58,1.15,4.101,,12.0238
K2-44 b,K2-44,candidate,1,1,5.65621,,,,,,0.03342,4.296,,1.617,,,,12.0238
K2-44 b,K2-44,candidate,1,1,5.656256,,,,,0.43,0.0342,4.28,5840,1.03,,,,12.0238
K2-44 b,K2-44,candidate,1,1,5.656304,,,,87.35435,,,,5722,1.561446,1.049582,4.02,,12.0238
K2-45 b,K2-45,candidate,1,1,1.7292591,,,,,0.35,2.37,1.73,4271,0.66,,,,15.3442
K2-45 b,K2-45,candidate,1,1,1.729268124,,313.9308,1073.56,,,2.30432055,1.8278099,4377,0.766495,,4.50156,,15.3442
K2-45 b,K2-45,candidate,1,1,1.7292577,,,,,,2.406,1.7736,,0.729,,,,15.3442
K2-45 b,K2-45,candidate,1,1,1.7292684,,100,,,,,1.689,4103,0.445,0.503,4.824,,15.3442
K2-45 b,K2-45,candidate,1,1,1.729257,0.1,380.5,,87.75,,,,4262.1,0.685548,0.682189,,,15.3442
K2-46 b,K2-46,candidate,1,1,19.15344,,,889,,,,,6445,1.12,,,,11.9153
K2-46 b,K2-46,candidate,1,1,19.1541,,119,,,,,6.73,6256,1.29,0.96,4.198,,11.9153
K2-46 b,K2-46,candidate,1,1,19.153,,,,,,0.0333,7.008,,1.25,,,,11.9153
K2-46 b,K2-46,candidate,1,1,19.153765,,,,,0.13,0.034,6.79,6234,1.32,,,,11.9153
K2-46 b,K2-46,candidate,1,1,19.15454,,,,88.64866,,,,6114,1.328888,1.015093,4.11,,11.9153
K2-47 b,K2-47,candidate,1,1,31.6372,,10.7,,,,,4,5054,0.76,0.75,4.544,,13.7404
K2-47 b,K2-47,candidate,1,1,31.6551,,,,,,0.0999,4.632,,0.774,,,,13.7404
K2-47 b,K2-47,candidate,1,1,31.646306,,,,,0.12,0.1,4.93,4810,0.73,,,,13.7404
K2-48 b,K2-48,candidate,1,1,20.5065,,15.3,,,,,3.01,4899,0.73,0.77,4.603,,13.9677
K2-48 b,K2-48,candidate,1,1,20.507693,,,,,0.7,0.124,3.57,4728,0.72,,,,13.9677
K2-48 b,K2-48,candidate,1,1,20.5107,,,,,,0.1104,3.384,,0.662,,,,13.9677
K2-49 b,K2-49,candidate,1,1,2.770522,,,,,,0.209,2.3472,,0.696,,,,15.2444
K2-49 b,K2-49,candidate,1,1,2.7706297,,,,,0.62,0.213,2.39,4329,0.67,,,,15.2444
K2-49 b,K2-49,candidate,1,1,2.77065,,59,,,,,2.307,4175,0.45,0.51,4.81,,15.2444
K2-5 b,K2-5,candidate,1,2,5.73597,,19.7,,,,,2.35,4021,0.462,0.52,4.823,,14.339
K2-5 b,K2-5,candidate,1,2,5.73594,,24.1,565,87.35,0.65,,2.654,3930,0.57,0.61,4.71,,14.339
K2-5 b,K2-5,candidate,1,2,5.73491,,,634,,,,,4102,0.52,0.53,,,14.339
K2-5 b,K2-5,candidate,1,2,5.7348462,,,,,0.9,0.126,2.83,4088,0.62,,,,14.339
K2-5 b,K2-5,candidate,1,2,5.73649,,,,,,0.1496,3.288,,0.532,,,,14.339
K2-5 c,K2-5,candidate,1,2,10.93406,,,511,,,,,4102,0.52,0.53,,,14.339
K2-5 c,K2-5,candidate,1,2,10.93459,,,,,,0.1378,2.736,,0.532,,,,14.339
K2-5 c,K2-5,candidate,1,2,10.93241,,10.2,456,86.95,0.83,,3.498,3930,0.57,0.61,4.71,,14.339
K2-5 c,K2-5,candidate,1,2,10.9324,,8.3,,,,,2.84,4021,0.462,0.52,4.823,,14.339
K2-50 b,K2-50,candidate,1,2,8.75198,,,,,,0.1337,3,,0.634,,,,14.2575
K2-50 b,K2-50,candidate,1,2,8.7529874,,,,,0.54,0.119,2.91,4252,0.65,,,,14.2575
K2-50 b,K2-50,candidate,1,2,8.7529,,18.8,,,,,2.68,4326,0.546,0.611,4.742,,14.2575
K2-51 b,K2-51,non-candidate,1,0,13.008383,,,,89.03346,,,,5526,1.420548,,4.29,,12.6814
K2-51 b,K2-51,non-candidate,1,0,13.0106,,,,,,,5.1504,,,,,,12.6814
K2-51 b,K2-51,non-candidate,1,0,13.00819,,,,,,1.2279,5.3952,,1.76,,,,12.6814
K2-51 b,K2-51,non-candidate,1,0,13.008278,,,,,0.43,1.25,5.52,4639,0.71,,,,12.6814
K2-52 b,K2-52,candidate,1,1,3.5353975,,,,,0.62,0.615,5.74,3260,0.23,,,,15.2553
K2-52 b,K2-52,candidate,1,1,3.53482,,1124,,,,,5.325,6113,1.49,1.21,4.14,,15.2553
K2-52 b,K2-52,candidate,1,1,3.535155,,,,,,0.6314,5.4312,,2.07,,,,15.2553
K2-52 b,K2-52,candidate,1,1,3.535055,,,2004,86.46,0.32,,5.328,7147,2.192,1.691,3.979,,15.2553
K2-53 b,K2-53,candidate,1,1,12.20772,,,665,89.32,0.31,,3.48,5263,0.807,0.851,4.555,,12.1478
K2-53 b,K2-53,candidate,1,1,12.207632,,,,,0.34,0.1,3.64,4684,0.72,,,,12.1478
K2-53 b,K2-53,candidate,1,1,12.20773,,,,,,0.1001,3.6264,,0.713,,,,12.1478
K2-53 b,K2-53,candidate,1,1,12.2054,,52.5,,,,,3.64,5269,0.85,0.83,4.491,,12.1478
K2-53 b,K2-53,candidate,1,1,12.2091165,,,,,,0.092,3.807,4555,0.824666,0.718,4.46164,,12.1478
K2-54 b,K2-54,candidate,1,1,9.7843,,6.1,,,,,2.76,3798,0.384,0.421,4.891,,13.9449
K2-54 b,K2-54,candidate,1,1,9.7833,0.24,,560,89.08,0.37,0.139,2.7888,3990,0.643,0.615,4.61,,13.9449
K2-55 b,K2-55,candidate,1,1,2.84947127,,,,,,0.372,2.093,4279,0.737576,0.669,4.52788,,13.0624
K2-55 b,K2-55,candidate,1,1,2.849271,,141.3,900,,,,,4300,0.715,0.688,4.566,,13.0624
K2-55 b,K2-55,candidate,1,1,2.8493,,,,87.5,0.14,,1.872,4279,0.737576,0.669,4.52788,,13.0624
K2-55 b,K2-55,candidate,1,1,2.8492816,0.07,,,88.2,,,,4456,0.63,0.696,4.673,,13.0624
K2-55 b,K2-55,candidate,1,1,2.849274,0.07,141.3,,88.21,,,,4299.98,0.715385,0.687725,,,13.0624
K2-55 b,K2-55,candidate,1,1,2.849282,,115.305,912,,,0.401,1.907,4279,0.74,,4.53,,13.0624
K2-55 b,K2-55,candidate,1,1,2.849302,,,,,,0.3954,2.0616,,0.662,,,,13.0624
K2-55 b,K2-55,candidate,1,1,2.8492818,,,,,0.55,0.389,2.07,4237,0.65,,,,13.0624
K2-55 b,K2-55,candidate,1,1,2.849258,,115,,,,,2.006,4456,0.63,0.696,4.673,,13.0624
K2-57 b,K2-57,candidate,1,1,9.0073,0.25,,635.8,88.95,0.39,0.099,2.58,4413,0.671,0.699,4.629,6.8,14.1038
K2-57 b,K2-57,candidate,1,1,9.007156,,,,,0.31,0.118,2.54,4388,0.68,,,,14.1038
K2-57 b,K2-57,candidate,1,1,9.0063,,24.1,,,,,2.29,4434,0.621,0.683,4.68,,14.1038
K2-57 b,K2-57,candidate,1,1,9.0074,,,,,,0.1254,2.424,,0.599,,,,14.1038
K2-58 b,K2-58,candidate,1,3,7.0525273,,,,,0.53,0.1,1.96,4998,0.76,,,,12.1319
K2-58 b,K2-58,candidate,1,3,7.05254,,118,,,,,1.899,5413,0.86,0.89,4.522,,12.1319
K2-58 b,K2-58,candidate,1,3,7.05235,,,,,,0.103,2.0472,,0.837,,,,12.1319
K2-58 b,K2-58,candidate,1,3,7.052475,,,,88.85456,,,,5134,0.803348,0.857874,4.54,,12.1319
K2-58 b,K2-58,candidate,1,3,7.05240378,,,,,,0.098,2.185,5020,0.836424,0.834,4.51438,,12.1319
K2-58 c,K2-58,candidate,1,3,2.53726,,462,,,,,1.996,5413,0.86,0.89,4.522,,12.1319
K2-58 c,K2-58,candidate,1,3,2.537071,,,,86.09968,,,,5134,0.803348,0.857874,4.54,,12.1319
K2-58 c,K2-58,candidate,1,3,2.5370422,,,,,0.26,0.0393,2.09,4998,0.76,,,,12.1319
K2-58 c,K2-58,candidate,1,3,2.53712,,,,,,0.0375,2.16,,0.837,,,,12.1319
K2-58 d,K2-58,candidate,1,3,22.881145,,,,,0.63,0.0462,3.23,4998,0.76,,,,12.1319
K2-58 d,K2-58,candidate,1,3,22.882,,,,,,0.0425,3.12,,0.837,,,,12.1319
K2-58 d,K2-58,candidate,1,3,22.88159,,,,89.43128,,,,5134,0.803348,0.857874,4.54,,12.1319
K2-58 d,K2-58,candidate,1,3,22.8827,,24.6,,,,,3.2,5413,0.86,0.89,4.522,,12.1319
K2-59 b,K2-59,candidate,1,2,20.6921,,17.1,,,,,2.76,5055,0.731,0.774,4.592,,13.9395
K2-59 b,K2-59,candidate,1,2,20.6915,,,,,,0.0986,2.28,,0.64,,,,13.9395
K2-59 b,K2-59,candidate,1,2,20.698453,,,,,0.68,0.115,2.93,4775,0.73,,,,13.9395
K2-59 c,K2-59,candidate,1,2,11.2954,,38.3,,,,,1.75,5055,0.731,0.774,4.592,,13.9395
K2-59 c,K2-59,candidate,1,2,11.29665,,,,,,0.094,1.8,,0.64,,,,13.9395
K2-59 c,K2-59,candidate,1,2,11.295158,,,,,0.89,0.0967,1.92,4775,0.73,,,,13.9395
K2-6 b,K2-6,candidate,1,1,30.9349,,28.6,,,,,4.9,5767,1.01,0.93,4.398,,12.5018
K2-6 b,K2-6,candidate,1,1,30.9403,,,,,,0.0724,5.28,,0.8649,,,,12.5018
